customer_id,customer_name,email,phone,city,state,country,registration_date,customer_type,email_valid
CUST-00419,Abhiram Apte,anayraju@example.org,9698659090.0,Bhubaneswar,Tripura,Cape Verde,2020-01-15,PREMIUM,True
CUST-00420,Vasana Dora,matthew36@example.org,2714980135.0,Dindigul,Sikkim,Germany,2020-06-29,VIP,True
CUST-00421,Omkaar Khare,prishanaik@example.net,4545804837.0,Chennai,Punjab,Libya,2022-09-16,VIP,True
CUST-00422,Omkaar Bhatnagar,balvan35@example.com,912250748922.0,Karimnagar,Kerala,Kyrgyzstan,2025-12-14,PREMIUM,True
CUST-00423,Yagnesh Raghavan,ssodhi@example.org,911435165934.0,New Delhi,Kerala,Germany,2025-06-25,PREMIUM,True
CUST-00424,Pranav Pandya,rushil64@example.com,916286988180.0,Anantapur,Karnataka,Guatemala,2024-07-16,PREMIUM,True
CUST-00425,Anamika Uppal,ksampath@example.net,6260997042.0,Akola,Nagaland,Austria,2022-03-13,PREMIUM,True
CUST-00426,Chaitanya Singhal,dixitvamakshi@example.com,9508290559.0,Kottayam,Rajasthan,Uruguay,2023-01-29,REGULAR,True
CUST-00427,Lakshit Ramesh,prasadnicholas@example.com,3281418678.0,Barasat,Rajasthan,Turkey,2025-10-30,PREMIUM,True
CUST-00428,Harrison Kashyap,chegde@example.com,916780821874.0,Munger,Tamil Nadu,Ghana,2020-01-03,REGULAR,True
CUST-00429,Janya Doctor,pallaviboase@example.net,1034931408.0,Erode,Rajasthan,Saint Lucia,2024-01-08,PREMIUM,True
CUST-00430,Faraj Saraf,jhabhavani@example.net,3708229081.0,Mumbai,Uttarakhand,Antigua and Barbuda,2021-05-23,PREMIUM,True
CUST-00431,Daksh Sarin,aarini42@example.net,911888974892.0,Srinagar,Karnataka,Saudi Arabia,2021-12-24,VIP,True
CUST-00432,Nimrat Krishna,xbora@example.com,6866674813.0,Rewa,Mizoram,Guyana,2022-06-07,REGULAR,True
CUST-00433,Balveer Chahal,wyattghosh@example.org,919730540167.0,Bihar Sharif,Himachal Pradesh,Ghana,2023-05-16,REGULAR,True
CUST-00434,Aditya Sheth,ovig@example.net,7175265512.0,Muzaffarnagar,Himachal Pradesh,East Timor,2022-01-27,PREMIUM,True
CUST-00435,Finn Dar,balasubramaniankrish@example.com,2922894276.0,Bilaspur,Madhya Pradesh,Zambia,2023-12-04,REGULAR,True
CUST-00436,Inaya Barad,chandran25@example.org,7034219126.0,Kakinada,Kerala,Ghana,2023-06-01,VIP,True
CUST-00437,Girindra Rao,unarayan@example.com,6517626416.0,Morbi,Assam,Lebanon,2019-08-03,VIP,True
CUST-00438,Isha Tak,xsharma@example.com,910597148717.0,Thrissur,Andhra Pradesh,Comoros,2021-10-26,PREMIUM,True
CUST-00439,Pahal Trivedi,qarinwali@example.net,911146802232.0,Ulhasnagar,Uttar Pradesh,Iceland,2023-07-19,PREMIUM,True
CUST-00440,Bahadurjit Salvi,varshakumar@example.org,5944051999.0,Raurkela Industrial Township,Kerala,Liechtenstein,2021-07-18,PREMIUM,True
CUST-00441,Zinal Reddy,urvashibedi@example.com,4386424329.0,Barasat,Uttar Pradesh,Vatican City,2025-11-23,REGULAR,True
CUST-00442,Xavier Gulati,lilaatwal@example.com,1428957184.0,Nadiad,Tamil Nadu,Mozambique,2023-05-11,REGULAR,True
CUST-00443,Champak Ganesan,henrydube@example.org,1025907960.0,Khandwa,Haryana,Venezuela,2021-08-14,REGULAR,True
CUST-00444,Jackson Batta,bhavanibali@example.com,7023436104.0,Bettiah,Nagaland,Andorra,2023-03-14,REGULAR,True
CUST-00445,Oeshi Nori,utkarsh76@example.net,3318295454.0,Nellore,Rajasthan,Mongolia,2018-05-28,VIP,True
CUST-00446,Theodore Dara,girikkaran@example.net,8141172542.0,Loni,Madhya Pradesh,Botswana,2025-04-21,PREMIUM,True
CUST-00447,Pavani Nagy,sankarmanthan@example.org,7990158948.0,Rampur,Odisha,North Macedonia,2025-04-08,PREMIUM,True
CUST-00448,Yuvraj Sethi,vasana26@example.net,7315706874.0,Hindupur,Tripura,Mozambique,2024-04-12,VIP,True
CUST-00449,Bakhshi Khanna,pkota@example.org,1620327360.0,Deoghar,Meghalaya,Djibouti,2018-10-08,PREMIUM,True
CUST-00450,Advik Singhal,rayamruta@example.org,1368672271.0,Bhimavaram,Himachal Pradesh,Ethiopia,2020-11-30,REGULAR,True
CUST-00451,Hitesh Mangal,invalid-email,Not Available,Ballia,Goa,Guinea-Bissau,2024-09-16,VIP,False
CUST-00452,Sara Vasa,ghoseanya@example.org,913648661892.0,Dehri,Tamil Nadu,Bosnia and Herzegovina,2020-01-24,PREMIUM,True
CUST-00453,Tara Manne,schand@example.net,9694533913.0,Hyderabad,Rajasthan,Portugal,2022-05-08,VIP,True
CUST-00454,Ria Shanker,ysridhar@example.com,910673414113.0,Muzaffarpur,Karnataka,Paraguay,2020-12-05,REGULAR,True
CUST-00455,Tanay Lata,iyengarpranav@example.com,910058864597.0,Shimoga,Karnataka,Benin,2023-01-06,REGULAR,True
CUST-00456,Yashica Ramakrishnan,warjasrama@example.org,8384631875.0,Narasaraopet,West Bengal,Saint Vincent and the Grenadines,2025-03-09,VIP,True
CUST-00457,Watika Kota,wardasrinivas@example.net,6130669320.0,Bokaro,Tripura,Slovenia,2022-02-21,VIP,True
CUST-00458,Onveer Banerjee,senikbal@example.net,913496165874.0,Srikakulam,Uttarakhand,Ukraine,2024-06-29,VIP,True
CUST-00459,Damyanti Som,yzachariah@example.com,910652859208.0,Ajmer,Jharkhand,Panama,2019-07-06,PREMIUM,True
CUST-00460,Dayita Suri,nathandhar@example.com,7126995725.0,Gopalpur,Arunachal Pradesh,Armenia,2022-01-09,PREMIUM,True
CUST-00461,Tanvi Pathak,yatan56@example.com,913379786161.0,Ambarnath,West Bengal,Mexico,2023-10-15,PREMIUM,True
CUST-00462,Bishakha Gara,tsem@example.com,5765625414.0,Pali,Punjab,Madagascar,2025-03-17,PREMIUM,True
CUST-00463,Dominic Rajan,benjaminrajagopal@example.org,1589773640.0,Ghaziabad,Karnataka,Zambia,2024-11-20,PREMIUM,True
CUST-00464,Viraj Balakrishnan,wnadkarni@example.net,913385084512.0,Kurnool,Punjab,Haiti,2024-03-30,PREMIUM,True
CUST-00465,Henry Som,panininarayanan@example.com,4655581618.0,Salem,Chhattisgarh,Uruguay,2023-10-15,PREMIUM,True
CUST-00466,Omaja Shukla,swaminathandarsh@example.net,2619306738.0,Mumbai,Karnataka,Cyprus,2020-01-30,VIP,True
CUST-00467,Bimala Issac,cmagar@example.com,9904586632.0,Kadapa,Tripura,Sweden,2022-06-24,PREMIUM,True
CUST-00468,Zansi Brahmbhatt,bahadurjitnarayan@example.com,2653094320.0,Howrah,Haryana,Libya,2021-02-16,PREMIUM,True
CUST-00469,Balendra Rajagopal,praneel67@example.org,3140558799.0,Danapur,Manipur,Kuwait,2022-11-25,VIP,True
CUST-00470,Jagrati Raghavan,kavya99@example.com,912896890633.0,Nizamabad,Madhya Pradesh,Angola,2024-10-12,REGULAR,True
CUST-00471,Tristan Borde,banjeet44@example.com,5405015728.0,Dhanbad,Punjab,Moldova,2018-06-25,VIP,True
CUST-00472,Qasim Shanker,waida95@example.net,3087407433.0,Madanapalle,Meghalaya,Haiti,2019-07-03,REGULAR,True
CUST-00473,Anita Solanki,snehapanchal@example.com,9626054386.0,Jalandhar,Arunachal Pradesh,Ghana,2021-08-17,PREMIUM,True
CUST-00474,Nilima Lanka,fsodhi@example.org,2906848081.0,Rajahmundry,Assam,Vanuatu,2018-01-25,PREMIUM,True
CUST-00475,Indira Morar,gollageorge@example.net,919629889057.0,Katihar,Punjab,Laos,2021-10-11,PREMIUM,True
CUST-00476,Aayush Borra,warhidalia@example.org,9252029510.0,Jalna,Uttarakhand,Taiwan,2018-10-27,REGULAR,True
CUST-00477,Omaja Dugar,xitichahal@example.org,4280269542.0,Saharsa,Karnataka,New Zealand,2022-06-25,REGULAR,True
CUST-00478,Alka Manne,asundaram@example.org,799177329.0,Amaravati,Andhra Pradesh,Iraq,2022-04-30,REGULAR,True
CUST-00479,Ridhi Sibal,arinchopra@example.net,911927609450.0,Anand,Rajasthan,Chile,2021-11-17,VIP,True
CUST-00480,Radhika Hayre,abhiramsachar@example.org,9449436800.0,Durgapur,Sikkim,Qatar,2025-12-28,REGULAR,True
CUST-00481,Nidra Sankaran,invalid-email-0@,4949420987.0,Thoothukudi,Tamil Nadu,Mexico,2025-01-30,REGULAR,False
CUST-00482,Gauri Parmer,lmahal@example.org,917190627800.0,Berhampur,Rajasthan,Philippines,2018-12-01,REGULAR,True
CUST-00483,Victor Sheth,zayanhegde@example.com,918006461758.0,Ambattur,Mizoram,Hungary,2025-01-07,VIP,True
CUST-00484,Mitali Seth,chasmumdeshmukh@example.net,5770960862.0,Bathinda,Odisha,Venezuela,2020-07-18,PREMIUM,True
CUST-00485,Caleb Trivedi,jeremiah59@example.net,915860470992.0,Ratlam,Rajasthan,Canada,2022-09-24,VIP,True
CUST-00486,Faraj Nayak,umang17@example.org,913962610890.0,Kochi,Tamil Nadu,Tajikistan,2021-06-29,VIP,True
CUST-00487,Nitara Gandhi,tamannaprakash@example.org,5641408723.0,Gorakhpur,Odisha,Cambodia,2019-02-03,REGULAR,True
CUST-00488,Kai Johal,zdora@example.com,910031417698.0,Ratlam,Gujarat,Zimbabwe,2024-01-11,VIP,True
CUST-00489,Wazir Saha,bhasinomisha@example.net,910923702.0,Sambalpur,Madhya Pradesh,Russia,2021-04-07,VIP,True
CUST-00490,Oliver Chad,bishakha74@example.org,918987560614.0,Naihati,Tamil Nadu,Cambodia,2023-11-05,REGULAR,True
CUST-00491,Maya Wali,balaysudiksha@example.org,9567020383.0,Faridabad,Uttarakhand,Azerbaijan,2025-01-30,VIP,True
CUST-00492,Indrajit Setty,dadazilmil@example.org,2503521294.0,Siwan,Mizoram,Sudan,2023-06-03,REGULAR,True
CUST-00493,Shaurya Dhaliwal,settyekantika@example.com,918293353656.0,Kulti,Assam,Kingdom of the Netherlands,2025-11-18,REGULAR,True
CUST-00494,Shravya Patil,imaranchaudhari@example.org,911794600978.0,Aligarh,Uttarakhand,Equatorial Guinea,2021-12-16,PREMIUM,True
CUST-00495,Atharv Dar,pillainakul@example.org,2446549339.0,Siliguri,Jharkhand,San Marino,2019-04-18,VIP,True
CUST-00496,Kai Suresh,zratti@example.org,2279024911.0,Jammu,West Bengal,Iraq,2023-01-12,VIP,True
CUST-00497,Harish Nazareth,mohammedsundaram@example.net,7697907262.0,Sri Ganganagar,Odisha,Sri Lanka,2024-12-17,REGULAR,True
CUST-00498,Nachiket Johal,boraaayush@example.net,7904046337.0,Singrauli,Goa,Japan,2019-06-14,PREMIUM,True
CUST-00499,Reva Soman,nilima69@example.net,912485208258.0,Burhanpur,Odisha,Sweden,2023-08-18,VIP,True
CUST-00500,Tarak Pall,rajdakshesh@example.org,593421031.0,Pondicherry,Uttar Pradesh,Yemen,2025-05-15,VIP,True
