customer_id,customer_name,email,phone,city,state,country,registration_date,customer_type
CUST-00442,Xavier Gulati,lilaatwal@example.com,1428957184,Nadiad,Tamil Nadu,Mozambique,2023-05-11,REGULAR
CUST-00443,Champak Ganesan,henrydube@example.org,1025907960,Khandwa,Haryana,Venezuela,2021-08-14,REGULAR
CUST-00444,Jackson Batta,bhavanibali@example.com,07023436104,Bettiah,Nagaland,Andorra,2023-03-14,REGULAR
CUST-00445,Oeshi Nori,utkarsh76@example.net,3318295454,Nellore,Rajasthan,Mongolia,2018-05-28,VIP
CUST-00446,Theodore Dara,girikkaran@example.net,8141172542,Loni,Madhya Pradesh,Botswana,2025-04-21,PREMIUM
CUST-00447,Pavani Nagy,sankarmanthan@example.org,7990158948,Rampur,Odisha,North Macedonia,2025-04-08,PREMIUM
CUST-00448,Yuvraj Sethi,vasana26@example.net,07315706874,Hindupur,Tripura,Mozambique,2024-04-12,VIP
CUST-00449,Bakhshi Khanna,pkota@example.org,01620327360,Deoghar,Meghalaya,Djibouti,2018-10-08,PREMIUM
CUST-00450,Advik Singhal,rayamruta@example.org,01368672271,Bhimavaram,Himachal Pradesh,Ethiopia,2020-11-30,REGULAR
CUST-00451,Hitesh Mangal,invalid-email,,Ballia,Goa,Guinea-Bissau,2024-09-16,VIP
CUST-00452,Sara Vasa,ghoseanya@example.org,+913648661892,Dehri,Tamil Nadu,Bosnia and Herzegovina,2020-01-24,PREMIUM
CUST-00453,Tara Manne,schand@example.net,09694533913,Hyderabad,Rajasthan,Portugal,2022-05-08,VIP
CUST-00454,Ria Shanker,ysridhar@example.com,+910673414113,Muzaffarpur,Karnataka,Paraguay,2020-12-05,REGULAR
CUST-00455,Tanay Lata,iyengarpranav@example.com,+910058864597,Shimoga,Karnataka,Benin,2023-01-06,REGULAR
CUST-00456,Yashica Ramakrishnan,warjasrama@example.org,08384631875,Narasaraopet,West Bengal,Saint Vincent and the Grenadines,2025-03-09,VIP
CUST-00457,Watika Kota,wardasrinivas@example.net,06130669320,Bokaro,Tripura,Slovenia,2022-02-21,VIP
CUST-00458,Onveer Banerjee,senikbal@example.net,+913496165874,Srikakulam,Uttarakhand,Ukraine,2024-06-29,VIP
CUST-00459,Damyanti Som,yzachariah@example.com,+910652859208,Ajmer,Jharkhand,Panama,2019-07-06,PREMIUM
CUST-00460,Dayita Suri,nathandhar@example.com,07126995725,Gopalpur,Arunachal Pradesh,Armenia,2022-01-09,PREMIUM
CUST-00461,Tanvi Pathak,yatan56@example.com,+913379786161,Ambarnath,West Bengal,Mexico,2023-10-15,PREMIUM
CUST-00462,Bishakha Gara,tsem@example.com,5765625414,Pali,Punjab,Madagascar,2025-03-17,PREMIUM
CUST-00463,Dominic Rajan,benjaminrajagopal@example.org,01589773640,Ghaziabad,Karnataka,Zambia,2024-11-20,PREMIUM
CUST-00464,Viraj Balakrishnan,wnadkarni@example.net,+913385084512,Kurnool,Punjab,Haiti,2024-03-30,PREMIUM
CUST-00465,Henry Som,panininarayanan@example.com,4655581618,Salem,Chhattisgarh,Uruguay,2023-10-15,PREMIUM
CUST-00466,Omaja Shukla,swaminathandarsh@example.net,02619306738,Mumbai,Karnataka,Cyprus,2020-01-30,VIP
CUST-00467,Bimala Issac,cmagar@example.com,09904586632,Kadapa,Tripura,Sweden,2022-06-24,PREMIUM
CUST-00468,Zansi Brahmbhatt,bahadurjitnarayan@example.com,2653094320,Howrah,Haryana,Libya,2021-02-16,PREMIUM
CUST-00469,Balendra Rajagopal,praneel67@example.org,03140558799,Danapur,Manipur,Kuwait,2022-11-25,VIP
CUST-00470,Jagrati Raghavan,kavya99@example.com,+912896890633,Nizamabad,Madhya Pradesh,Angola,2024-10-12,REGULAR
CUST-00471,Tristan Borde,banjeet44@example.com,05405015728,Dhanbad,Punjab,Moldova,2018-06-25,VIP
CUST-00472,Qasim Shanker,waida95@example.net,03087407433,Madanapalle,Meghalaya,Haiti,2019-07-03,REGULAR
CUST-00473,Anita Solanki,snehapanchal@example.com,9626054386,Jalandhar,Arunachal Pradesh,Ghana,2021-08-17,PREMIUM
CUST-00474,Nilima Lanka,fsodhi@example.org,2906848081,Rajahmundry,Assam,Vanuatu,2018-01-25,PREMIUM
CUST-00475,Indira Morar,gollageorge@example.net,+919629889057,Katihar,Punjab,Laos,2021-10-11,PREMIUM
CUST-00476,Aayush Borra,warhidalia@example.org,09252029510,Jalna,Uttarakhand,Taiwan,2018-10-27,REGULAR
CUST-00477,Omaja Dugar,xitichahal@example.org,4280269542,Saharsa,Karnataka,New Zealand,2022-06-25,REGULAR
CUST-00478,Alka Manne,asundaram@example.org,00799177329,Amaravati,Andhra Pradesh,Iraq,2022-04-30,REGULAR
CUST-00479,Ridhi Sibal,arinchopra@example.net,+911927609450,Anand,Rajasthan,Chile,2021-11-17,VIP
CUST-00480,Radhika Hayre,abhiramsachar@example.org,09449436800,Durgapur,Sikkim,Qatar,2025-12-28,REGULAR
CUST-00481,NIDRA SANKARAN,invalid-email-0@,4949420987,Thoothukudi,Tamil Nadu,Mexico,2025-01-30,REGULAR
CUST-00482,Gauri Parmer,lmahal@example.org,+917190627800,Berhampur,Rajasthan,Philippines,2018-12-01,REGULAR
CUST-00483,Victor Sheth,zayanhegde@example.com,+918006461758,Ambattur,Mizoram,Hungary,2025-01-07,VIP
CUST-00484,Mitali Seth,chasmumdeshmukh@example.net,05770960862,Bathinda,Odisha,Venezuela,2020-07-18,PREMIUM
CUST-00485,Caleb Trivedi,jeremiah59@example.net,+915860470992,Ratlam,Rajasthan,Canada,2022-09-24,VIP
CUST-00486,Faraj Nayak,umang17@example.org,+913962610890,Kochi,Tamil Nadu,Tajikistan,2021-06-29,VIP
CUST-00487,Nitara Gandhi,tamannaprakash@example.org,5641408723,Gorakhpur,Odisha,Cambodia,2019-02-03,REGULAR
CUST-00488,Kai Johal,zdora@example.com,+910031417698,Ratlam,Gujarat,Zimbabwe,2024-01-11,VIP
CUST-00489,Wazir Saha,bhasinomisha@example.net,00910923702,Sambalpur,Madhya Pradesh,Russia,2021-04-07,VIP
CUST-00490,Oliver Chad,bishakha74@example.org,+918987560614,Naihati,Tamil Nadu,Cambodia,2023-11-05,REGULAR
CUST-00491,Maya Wali,balaysudiksha@example.org,09567020383,Faridabad,Uttarakhand,Azerbaijan,2025-01-30,VIP
CUST-00492,Indrajit Setty,dadazilmil@example.org,2503521294,Siwan,Mizoram,Sudan,2023-06-03,REGULAR
CUST-00493,Shaurya Dhaliwal,settyekantika@example.com,+918293353656,Kulti,Assam,Kingdom of the Netherlands,2025-11-18,REGULAR
CUST-00494,Shravya Patil,imaranchaudhari@example.org,+911794600978,Aligarh,Uttarakhand,Equatorial Guinea,2021-12-16,PREMIUM
CUST-00495,Atharv Dar,pillainakul@example.org,2446549339,Siliguri,Jharkhand,San Marino,2019-04-18,VIP
CUST-00496,Kai Suresh,zratti@example.org,02279024911,Jammu,West Bengal,Iraq,2023-01-12,VIP
CUST-00497,Harish Nazareth,mohammedsundaram@example.net,07697907262,Sri Ganganagar,Odisha,Sri Lanka,2024-12-17,REGULAR
CUST-00498,Nachiket Johal,boraaayush@example.net,07904046337,Singrauli,Goa,Japan,2019-06-14,PREMIUM
CUST-00499,Reva Soman,nilima69@example.net,+912485208258,Burhanpur,Odisha,Sweden,2023-08-18,VIP
CUST-00500,Tarak Pall,rajdakshesh@example.org,0593421031,Pondicherry,Uttar Pradesh,Yemen,2025-05-15,VIP
